Index,Call Number,Title,Barcode,Notes,Image_barcode,Image_1,Image_2,Image_3,Year,Author,Interventions,Intervention-mod,Location-Building,Location-Shelf,Class,Subclass,Subclass1,Bookplate,Local interest,pub year,Decade,location code,lang code,Language,pub city,publisher,subjects,title2
BMC-DA-0035,DA25 .B5 v.49 (vol. pt. 2),Gesta regis Henrici Secundi Benedicti abbatis : The chronicle of the reigns of Henry II. and Richard I. A.D. 1169-1192; known commonly under the name of Benedict of Peterborough ,3.1796E+13,,,,,,1867,,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1867,1860,enk,lat,Latin,London ,"Longmans, Green, Reader, and Dyer,",,Gesta regis Henrici Secundi Benedicti abbatis :The chronicle of the reigns of Henry II. and Richard I. A.D. 1169-1192; known commonly under the name of Benedict of Peterborough /
BMC-DA-0036,DA25 .B5 v.57 (vol. pt. 2),"Matthæi Parisiensis : monachi Santi Albani, Chronica majora ",3.1796E+13,,,,,,1872-83.,"Paris, Matthew, 1200-1259.",None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1872,1870,enk,eng,English,London ,"Longman,",,"Matthæi Parisiensis :monachi Santi Albani, Chronica majora /"
BMC-DA-0037,DA25 .B5 v.77 (vol. pt. 2),Registrum epistolarum fratris Johannis Peckham : archiepiscopi cantuariensis ,3.1796E+13,,,,,,1882-1885.,"Canterbury (England : Province). Archbishop, 1279-1292 (John Peckham)",None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1882,1880,enk,lat,Latin,London ,,"Visitations, Ecclesiastical.",Registrum epistolarum fratris Johannis Peckham :archiepiscopi cantuariensis /
BMC-DA-0038,DA25 .B5 v.78 (vol. pt. 2),"Vetus registrum Sarisberiense, alias dictum Registrum S. Osmundi, episcopi : the register of S. Osmund ",3.1796E+13,,B_Images/BMC-DA-0038.Image_barcode.203100.jpg,B_Images/BMC-DA-0038.Image_1.203110.jpg,B_Images/BMC-DA-0038.Image_2.203702.jpg,B_Images/BMC-DA-0038.Image_3.203712.jpg,1883-84.,"Osmund, St., bp. of Salisbury.",Medium interest,Reader marks - substantial,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1883,1880,enk,lat,Latin,London ,,,"Vetus registrum Sarisberiense, alias dictum Registrum S. Osmundi, episcopi :the register of S. Osmund /"
BMC-DA-0039,DA25 .B5 v.79 (vol. pt. 3),Cartularium monasterii de Rameseia ,3.1796E+13,,,,,,1884-93.,Ramsey Abbey.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1884,1880,enk,lat,Latin,London ,"Longman,",,Cartularium monasterii de Rameseia /
BMC-DA-0040,DA25 .B5 v.91 (vol. pt. 2),L'estorie des Engles solum la translacion Maistre Geffrei Gaimar ,3.1796E+13,,,,,,1888-89.,"Gaimar, Geoffrey, 12th cent.",None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1888,1880,enk,eng,English,London ,"Printed for H.M. Stationery off., by Eyre and Spottiswoode,",Anglo-Norman poetry.,L'estorie des Engles solum la translacion Maistre Geffrei Gaimar /
BMC-DA-0041,DA25 .B5 v.96 (vol. pt. 1),Memorials of St. Edmund's abbey.,3.1796E+13,,,,,,1890-96.,"Arnold, Thomas, 1823-1900 ed.",None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1890,1890,enk,eng,English,London ,,,Memorials of St. Edmund's abbey.
BMC-DA-0042,DA25 .B5 v.98,"Records of the Parliament holden at Westminster on the twenty-eighth day of February, in the thirty-third year of the reign of King Edward the First (A.D. 1305) ",3.17961E+13,,,,,,1893,Great Britain. Parliament (1305),None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1893,1890,enk,lat,Latin,London ,"Printed for H.M. Stationery off., by Eyre and Spottiswoode,",,"Records of the Parliament holden at Westminster on the twenty-eighth day of February, in the thirty-third year of the reign of King Edward the First (A.D. 1305) /"
BMC-DA-0043,DA25 .C2 1895 (vol. 2),Calendar of the patent rolls ... Richard II .,3.1796E+13,,,B_Images/BMC-DA-0043.Image_1.204233.jpg,,,1895-1909.,Great Britain. Public Record Office.,None,BMC marks or bookplate,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,TRUE,1895,1890,enk,   ,,London ,,,Calendar of the patent rolls ... Richard II .
BMC-DA-0044,DA25.C5 K4 1839 (vol. 1),The Saxons in England : A history of the English commonwealth till the period of the Norman conquest ,3.1796E+13,,,,,,1876,"Kemble, John Mitchell, 1807-1857.",None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1876,1870,enk,eng,English,London ,"B. Quaritch,",,The Saxons in England :A history of the English commonwealth till the period of the Norman conquest /
BMC-DA-0045,DA25.M2 D4,"Report on the manuscripts of the Earl of Denbigh, preserved at Newnham Paddox, Warwickshire. (Part V.)",3.17961E+13,,,,,,1911,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1911,1910,enk,eng,English,London ,"H. M. Stationery office,",,"Report on the manuscripts of the Earl of Denbigh,preserved at Newnham Paddox, Warwickshire. (Part V.)"
BMC-DA-0046,DA25.M2 E5 (vol. 2),Report on the manuscripts of the Earl of Egmont .,3.1796E+13,,,,,,1905-09.,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1905,1900,enk,eng,English,London etc. ,"H.M.S.O.,",,Report on the manuscripts of the Earl of Egmont .
BMC-DA-0047,DA25.M2 F65 (vol. 3),"The manuscripts of J.B. Fortscue, esq.,",3.1796E+13,,,,,,1892-1927.,"Grenville, William Wyndham Grenville, Baron, 1759-1834.",None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,,,,,,,,,
BMC-DA-0048,DA25.M2 F65 (vol. 8),"The manuscripts of J.B. Fortscue, esq.,",3.1796E+13,,,,,,1892-1927.,"Grenville, William Wyndham Grenville, Baron, 1759-1834.",None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,,,,,,,,,
BMC-DA-0049,DA25.M2 F65 (vol. 1),"The manuscripts of J.B. Fortscue, esq.,",3.1796E+13,,,,,,1892-1927.,"Grenville, William Wyndham Grenville, Baron, 1759-1834.",None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,,,,,,,,,
BMC-DA-0050,DA25.M2 F75,"Report on the manuscripts of Mrs. Frankland-Russell-Astley,",3.17961E+13,,,,,,1900,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1900,1900,enk,eng,English,London ,"Printed for H. M. Stationery Off., by Mackie & co. ld.,",,"Report on the manuscripts of Mrs. Frankland-Russell-Astley,"
BMC-DA-0051,DA25.M2 H8 (vol. n.s. v. 12),The manuscripts of the House of Lords.,3.1796E+13,,,,,,"1900, reprinted 1964.",Great Britain. Parliament. House of Lords.,Wrong date,,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,,,,,,,,,
BMC-DA-0052,DA25.M2 L5,"The manuscripts of Lincoln, Bury St. Edmund's, and Great Grimsby corporation; and of the deans and chapters of Worcester and Lichfield, &c.",3.17961E+13,,,,,,1895,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1895,1890,enk,eng,English,London ,"Printed for H. M. Stationary Off., by Eyre and Spottiswoode,",,"The manuscripts of Lincoln, Bury St. Edmund's, and Great Grimsby corporation;and of the deans and chapters of Worcester and Lichfield, &c."
BMC-DA-0053,DA25.M2 M2 (vol. 1),"Report on the manuscripts of the Earl of Mar and Kellie : preserved at Alloa house, N. B.",3.1796E+13,,,,,,1904,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1904,1900,enk,eng,English,London ,"Printed for H. M. Stationery off. by B. Johnson & co., York,",,"Report on the manuscripts of the Earl of Mar and Kellie :preserved at Alloa house, N. B."
BMC-DA-0054,DA25.M2 O7 n.s (vol. 6),"Calendar of the manuscripts of the Marquess of Ormonde, K. P., preserved at Kilkenny castle.",3.1796E+13,,,,,,1902-20.,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,,,,,,,,,
BMC-DA-0055,DA25.M2 O7 n.s (vol. 5),"Calendar of the manuscripts of the Marquess of Ormonde, K. P., preserved at Kilkenny castle.",3.1796E+13,,,,,,1902-20.,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,,,,,,,,,
BMC-DA-0056,DA25.M2 O7 n.s (vol. 1),"Calendar of the manuscripts of the Marquess of Ormonde, K. P., preserved at Kilkenny castle.",3.1796E+13,,,,,,1902-20.,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,,,,,,,,,
BMC-DA-0057,DA25.M2 P25,"Report on the Palk manuscripts in the possession of Mrs. Bannatyne, of Haldon, Devon.",3.1796E+13,,,,,,1922,Great Britain. Royal Commission on Historical Manuscripts.,Not on shelf,,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1922,1920,enk,eng,English,London ,"H. M. Stationery off.,",,"Report on the Palk manuscripts in the possession of Mrs. Bannatyne, of Haldon, Devon."
BMC-DA-0058,DA25.M2 P4 (vol. 4),"Report on the manuscripts of Lord Polwarth, preserved at Mertoun house,",3.1796E+13,,,,,,1911-1961.,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,,,,,,,,,
BMC-DA-0059,DA25.M2 P6 (vol. 2),"The manuscripts of His Grace the Duke of Portland, preserved at Welbeck Abbey.",3.1796E+13,,,,,,1891-19.,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1891,1890,enk,eng,English,London ,"Printed for H. M. Stationery off., by Eyre and Spottiswoode,",,"The manuscripts of His Grace the Duke of Portland,preserved at Welbeck Abbey."
BMC-DA-0060,DA25.M2 R7 (vol. 3),The manuscripts of His Grace the Duke of Rutland : preserved at Belvoir castle... ,3.1796E+13,,,,,,1888-1905.,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1888,1880,enk,eng,English,London ,"Printed for H. M. Stationery off., by Eyre and spottiswoode,",,The manuscripts of His Grace the Duke of Rutland :preserved at Belvoir castle... /
BMC-DA-0061,DA25.M2 S3 (vol. 14),"Calendar of the manuscripts of the Most Honourable the Marquiss of Salisbury ... preserved at Hatfield House, Hertfordshire",3.1796E+13,,,,,,1883-,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1883,1880,enk,eng,English,London ,"Printed by Eyre and Spottiswoode for Her Majesty's stationery office,",,"Calendar of the manuscripts of the Most Honourable the Marquiss of Salisbury ...preserved at Hatfield House, Hertfordshire "
BMC-DA-0062,DA25.M2 S8 (vol. 3),"Calendar of the Stuart papers belonging to His Majesty the king, preserved at Windsor castle.",3.1796E+13,,,,,,1902-,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,,,,,,,,,
BMC-DA-0063,DA25.M2 V2 (vol. 5),Report on the manuscripts in various collections ... ,3.1796E+13,,,,,,1901-14.,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1901,1900,enk,eng,English,London etc. ,"H.M.S.O.,",,Report on the manuscripts in various collections ... /
BMC-DA-0064,DA25.M2 V2 (vol. 3),Report on the manuscripts in various collections ... ,3.1796E+13,,,,,,1901-14.,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1901,1900,enk,eng,English,London etc. ,"H.M.S.O.,",,Report on the manuscripts in various collections ... /
BMC-DA-0065,DA25.M2 W55,"The manuscripts of the Earl of Westmorland: Captain Stewart, Lord Stafford, Lord Muncaster, and others",3.17961E+13,,,,,,1885,Great Britain. Royal Commission on Historical Manuscripts.,None,None,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1885,1880,enk,eng,English,London ,Printed by Eyre and Spottiswoode [for Her Majesty's Stationery Office],,"The manuscripts of the Earl of Westmorland: Captain Stewart, Lord Stafford, Lord Muncaster, and others "
BMC-DA-0066,DA25 .M25 (vol. 2 pt. 2),"A guide to the reports on collections of manuscripts of private families, corporations and institutions in Great Britain and Ireland ",3.1796E+13,,,,,,1914-,Great Britain. Royal Commission on Historical Manuscripts.,Wrong date,,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1914,1910,enk,eng,English,London ,"H.M. Stationery off., Darling and son, limited [Printers],",Indexes.| Manuscripts; Great Britain; Catalogs.,"A guide to the reports on collections of manuscripts of private families, corporations and institutions in Great Britain and Ireland  /"
BMC-DA-0067,DA25 .M25 (vol. 2 pt. 1),"A guide to the reports on collections of manuscripts of private families, corporations and institutions in Great Britain and Ireland ",3.1796E+13,,,,,,1914-,Great Britain. Royal Commission on Historical Manuscripts.,Wrong date,,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,,1914,1910,enk,eng,English,London ,"H.M. Stationery off., Darling and son, limited [Printers],",Indexes.| Manuscripts; Great Britain; Catalogs.,"A guide to the reports on collections of manuscripts of private families, corporations and institutions in Great Britain and Ireland  /"
BMC-DA-0068,DA28.2 .S86 (vol. 4),"Lives of the queens of England: from the Norman conquest; compiled from official records and other authentic documents, private as well as public ",3.1796E+13,,,B_Images/BMC-DA-0068.Image_1.154618.jpg,,,1902-03.,"Strickland, Agnes, 1796-1874.",None,BMC marks or bookplate,Canaday Library,Stacks (Monographs),D - World history,DA,DA - History of Great Britain,,TRUE,1902,1900,pau,eng,English,Philadelphia ,"Printed only for subscribers by G. Barrie,",Queens; Great Britain.,"Lives of the queens of England:from the Norman conquest; compiled from official records and other authentic documents, private as well as public /"
